Trip;amount;amountInHomeCurrency;category;conversionRate;country;countryCode;datePaid;homeCurrency;localCurrency;notes;michael;paymentMethod;place;latitude;longitude;type;numberOfDays;excludeFromAvg;addToBudget;categoryIcon;categoryColor;paymentMethodIcon;paymentMethodColor;paidById
Columbia;5000;1,13;Getränke;4437,087;Kolumbien;CO;08.07.2022;EUR;COP;Bier;1,13;Bar;Medellín;6,207;-75,575;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;10000;2,27;Transport;4412,015;Kolumbien;CO;08.07.2022;EUR;COP;Bus nach peria;2,27;Bar;Salento;4,643;-75,576;Expense;1;FALSCH;FALSCH;train;#EF6C00;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;6000;1,36;Cafes;4412,015;Kolumbien;CO;08.07.2022;EUR;COP;Eis;1,36;Bar;LA AMAPOLA;5,296;-75,659;Expense;1;FALSCH;FALSCH;local_cafe;#795548;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;12000;2,7;Transport;4437,087;Kolumbien;CO;08.07.2022;EUR;COP;Taxi black Shep;2,7;Bar;Medellín;6,207;-75,575;Expense;1;FALSCH;FALSCH;train;#EF6C00;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;70000;15,78;Getränke;4437,087;Kolumbien;CO;08.07.2022;EUR;COP;Night Out in Bogota est.;15,78;Bar;Medellín;6,207;-75,574;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;36000;8,25;Sehenswürdigkeiten;4365,939;Kolumbien;CO;07.07.2022;EUR;COP;Coffee tour;8,25;Bar;Salento;4,639;-75,57;Expense;1;FALSCH;FALSCH;museum;#8BC34A;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;32000;7,25;Getränke;4412,015;Kolumbien;CO;07.07.2022;EUR;COP;Bier im Hostel ;7,25;Kreditkarte;Salento;4,628;-75,585;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;60000;13,6;Restaurants;4412,015;Kolumbien;CO;07.07.2022;EUR;COP;Good salento;13,6;Bar;;;;Expense;1;FALSCH;FALSCH;restaurant;#009688;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;8000;1,83;Transport;4365,939;Kolumbien;CO;07.07.2022;EUR;COP;Parc corca;1,83;Kreditkarte;Salento;4,637;-75,57;Expense;1;FALSCH;FALSCH;train;#EF6C00;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;12000;2,75;Getränke;4365,939;Kolumbien;CO;07.07.2022;EUR;COP;Wasser;2,75;Bar;Salento;4,645;-75,466;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;10000;2,29;Sehenswürdigkeiten;4365,939;Kolumbien;CO;07.07.2022;EUR;COP;Valley corca;2,29;Bar;Salento;4,645;-75,466;Expense;1;FALSCH;FALSCH;museum;#8BC34A;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;15000;3,44;Restaurants;4357,452;Kolumbien;CO;06.07.2022;EUR;COP;FRÜHSTÜCK im Busbahnhof ;3,44;Bar;Bogotá;4,655;-74,116;Expense;1;FALSCH;FALSCH;restaurant;#009688;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;50,5;50,5;Unterkünfte;1;Deutschland;DE;06.07.2022;EUR;EUR;;50,5;Kreditkarte;Köln;50,944;6,944;Expense;3;FALSCH;FALSCH;hotel;#DB4437;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;3;2,98;Transport;1,006;Kolumbien;CO;06.07.2022;EUR;EUR;UBER zum Bus terminal ;2,98;Kreditkarte;Bogotá;4,653;-74,111;Expense;1;FALSCH;FALSCH;train;#EF6C00;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;11000;2,52;Getränke;4357,452;Kolumbien;CO;06.07.2022;EUR;COP;Cola und gedorate;2,52;Bar;Ibagué;4,415;-75,262;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;100000;22,9;Transport;4365,939;Kolumbien;CO;06.07.2022;EUR;COP;Taxi to salento fromm aremnia;22,9;Bar;Salento;4,628;-75,585;Expense;1;FALSCH;FALSCH;train;#EF6C00;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;22700;5,21;Gebühren;4357,452;Kolumbien;CO;06.07.2022;EUR;COP;Bankomat ;5,21;Kreditkarte;Bogotá;4,653;-74,115;Expense;1;FALSCH;FALSCH;monetization_on;#9C27B0;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;53000;12,16;Transport;4357,452;Kolumbien;CO;06.07.2022;EUR;COP;Bus nach armenia;12,16;Kreditkarte;Bogotá;4,653;-74,115;Expense;1;FALSCH;FALSCH;train;#EF6C00;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;15000;3,42;Getränke;4382,726;Kolumbien;CO;05.07.2022;EUR;COP;;3,42;Kreditkarte;Bogotá;4,606;-74,07;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;57,95;57,95;Sehenswürdigkeiten;1;Kolumbien;CO;05.07.2022;EUR;EUR;Salz kathrdrale;57,95;Kreditkarte;Bogotá;4,606;-74,07;Expense;1;FALSCH;FALSCH;museum;#8BC34A;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;20;19,19;Restaurants;1,042;Kolumbien;CO;05.07.2022;EUR;USD;Meet Beer and coffe;19,19;Kreditkarte;Zipaquirá;5,02;-74,005;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;10000;2,28;Cafes;4382,726;Kolumbien;CO;05.07.2022;EUR;COP;Café Park 93;2,28;Kreditkarte;Bogotá;4,676;-74,048;Expense;1;FALSCH;FALSCH;local_cafe;#795548;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;20000;4,56;Getränke;4382,726;Kolumbien;CO;04.07.2022;EUR;COP;Bier Hostel bar;4,56;Bar;Bogotá;4,606;-74,07;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;30000;6,84;Restaurants;4385,267;Kolumbien;CO;04.07.2022;EUR;COP;FRÜHSTÜCK im Hostel ;6,84;Bar;Bogotá;4,607;-74,071;Expense;1;FALSCH;FALSCH;restaurant;#009688;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;40000;9,12;Restaurants;4385,267;Kolumbien;CO;04.07.2022;EUR;COP;Mittag in Bogota ;9,12;Bar;Bogotá;4,606;-74,07;Expense;1;FALSCH;FALSCH;restaurant;#009688;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;60000;13,68;Shopping;4385,267;Kolumbien;CO;04.07.2022;EUR;COP;Adapter ;13,68;Bar;Bogotá;4,606;-74,07;Expense;1;FALSCH;FALSCH;local_mall;#0F9D58;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;2000;0,46;Andere Ausgaben;4382,726;Kolumbien;CO;04.07.2022;EUR;COP;Aufladen sim;0,46;Bar;Bogotá;4,606;-74,07;Expense;1;FALSCH;FALSCH;more;#FFB300;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;20000;4,56;Andere Ausgaben;4385,267;Kolumbien;CO;04.07.2022;EUR;COP;Sim card;4,56;Bar;Bogotá;4,606;-74,07;Expense;1;FALSCH;FALSCH;more;#FFB300;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;115;115;Unterkünfte;1;Deutschland;DE;03.07.2022;EUR;EUR;Spotty Hostel private;115;Kreditkarte;Köln;50,924;6,948;Expense;3;FALSCH;FALSCH;hotel;#DB4437;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;8,5;8,5;Cafes;1;Deutschland;DE;03.07.2022;EUR;EUR;Bagel at Airport ;8,5;Bar;;52,31;4,747;Expense;1;FALSCH;FALSCH;local_cafe;#795548;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;18;17,26;Restaurants;1,043;Deutschland;DE;03.07.2022;EUR;USD;Flughafen ;17,26;Bar;;40,697;-74,176;Expense;1;FALSCH;FALSCH;restaurant;#009688;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;80000;18,24;Transport;4385,267;Vereinigte Staaten;US;03.07.2022;EUR;COP;Shuttle Hostel ;18,24;Bar;;40,683;-74,167;Expense;1;FALSCH;FALSCH;train;#EF6C00;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;28;26,85;Shopping;1,043;Vereinigte Staaten;US;03.07.2022;EUR;USD;Sonnenschutz und Mückenschutz ;26,85;Bar;;40,683;-74,167;Expense;1;FALSCH;FALSCH;local_mall;#0F9D58;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;15;14,38;Wechselgebühren;1,043;Vereinigte Staaten;US;03.07.2022;EUR;USD;Euro in dollar;14,38;Bar;Newark;40,697;-74,176;Expense;1;FALSCH;FALSCH;local_atm;#3F51B5;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;51;51;Transport;1;Deutschland;DE;02.07.2022;EUR;EUR;Bahn nach Amsterdam ;51;Kreditkarte;Köln;50,924;6,948;Expense;1;FALSCH;FALSCH;train;#EF6C00;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;45;43,08;Gebühren;1,044;Deutschland;DE;02.07.2022;EUR;USD;eVisa Antrag Kolumbien ;43,08;Kreditkarte;Köln;50,924;6,948;Expense;1;FALSCH;FALSCH;monetization_on;#9C27B0;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;36;36;Getränke;1;Niederlande;NL;02.07.2022;EUR;EUR;Bar Amsterdam. Bier und burger;36;Bar;Amsterdam;52,375;4,897;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;18,75;18,75;Andere Ausgaben;1;Deutschland;DE;28.06.2022;EUR;EUR;Versicherungen Reisekrankheit;18,75;Kreditkarte;Köln;50,949;6,944;Expense;1;FALSCH;FALSCH;more;#FFB300;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;21;19,89;Andere Ausgaben;1,056;Deutschland;DE;26.06.2022;EUR;USD;eVisa Usa;19,89;Kreditkarte;Köln;50,924;6,948;Expense;1;FALSCH;FALSCH;more;#FFB300;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Columbia;755;755;Flüge;1;Deutschland;DE;26.06.2022;EUR;EUR;Amsterdam to Bogota and return;755;Kreditkarte;Köln;50,924;6,948;Expense;1;FALSCH;FALSCH;flight;#4285F4;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;650;18,75;Bier;34,671;Malaysia;MY;30.04.2024;EUR;TRY;Big efe;18,75;Bar;;;;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;24;24;Lounge;1;Malaysia;MY;30.04.2024;EUR;EUR;Lounge kila;24;Bar;Sepang, Malaysia;2,749;101,713;Expense;1;FALSCH;FALSCH;emoji_food_beverage;#512DA8;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;13;2,55;Taxi / uber;5,105;Malaysia;MY;30.04.2024;EUR;MYR;Tip grap;2,55;Bar;Sepang, Malaysia;2,748;101,713;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;77;15,08;Taxi / uber;5,105;Malaysia;MY;30.04.2024;EUR;MYR;Grab zum Flughafen;15,08;Bar;Kuala Lumpur, Malaysia;3,157;101,704;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;45;45;Taxi / uber;1;Deutschland;DE;30.04.2024;EUR;EUR;Taxi vom Flughafen;45;Bar;Köln, Deutschland;50,925;6,996;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;9;1,76;Taxi / uber;5,105;Malaysia;MY;30.04.2024;EUR;MYR;Grab toll;1,76;Bar;;;;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;300;58,79;Restaurants;5,102;Malaysia;MY;29.04.2024;EUR;MYR;Hard rock;58,79;Bar;;;;Expense;1;FALSCH;FALSCH;restaurant;#009688;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;295;57,82;Getränke;5,102;Malaysia;MY;29.04.2024;EUR;MYR;Skybar the deep blue;57,82;Bar;Kuala Lumpur, Malaysia;3,159;101,704;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;17;3,33;Taxi / uber;5,102;Malaysia;MY;28.04.2024;EUR;MYR;Grab;3,33;Bar;Kuala Lumpur, Malaysia;3,159;101,705;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;323;63,3;Bier;5,102;Malaysia;MY;28.04.2024;EUR;MYR;Craftbeer;63,3;Bar;Kuala Lumpur, Malaysia;3,149;101,709;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;250;49;Getränke;5,102;Malaysia;MY;28.04.2024;EUR;MYR;Skybar the deep blue;49;Bar;Kuala Lumpur, Malaysia;3,159;101,704;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;103;20,19;Bier;5,102;Malaysia;MY;28.04.2024;EUR;MYR;Bier i. Bar;20,19;Bar;Kuala Lumpur, Malaysia;3,149;101,709;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;40;7,84;Cafes;5,102;Malaysia;MY;28.04.2024;EUR;MYR;Kaffe und Kuchen;7,84;Bar;Kuala Lumpur, Malaysia;3,157;101,712;Expense;1;FALSCH;FALSCH;local_cafe;#795548;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;0,8;0,16;Transport;5,102;Malaysia;MY;28.04.2024;EUR;MYR;Lrt;0,16;Bar;Kuala Lumpur, Malaysia;3,142;101,702;Expense;1;FALSCH;FALSCH;train;#EF6C00;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;10;1,96;Taxi / uber;5,102;Malaysia;MY;28.04.2024;EUR;MYR;Grab;1,96;Bar;Kuala Lumpur, Malaysia;3,159;101,705;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;12;2,35;Taxi / uber;5,102;Malaysia;MY;28.04.2024;EUR;MYR;Grab;2,35;Bar;Kuala Lumpur, Malaysia;3,159;101,71;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;22;4,31;Taxi / uber;5,102;Malaysia;MY;28.04.2024;EUR;MYR;;4,31;Bar;Kuala Lumpur, Malaysia;3,142;101,702;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;259;50,81;Getränke;5,098;Malaysia;MY;27.04.2024;EUR;MYR;Skybar the deep blue;50,81;Bar;Kuala Lumpur, Malaysia;3,159;101,704;Expense;1;FALSCH;FALSCH;local_bar;#673AB7;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;150;29,42;Taxi / uber;5,098;Malaysia;MY;27.04.2024;EUR;MYR;Taxi zurück;29,42;Bar;Genting Highlands, Malaysia;3,425;101,795;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;128;25,11;Taxi / uber;5,098;Malaysia;MY;27.04.2024;EUR;MYR;Taxi genting highlanda;25,11;Bar;Genting Highlands, Malaysia;3,423;101,794;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;33000;1,9;Taxi / uber;17379,534;Indonesien;ID;26.04.2024;EUR;IDR;Grab;1,9;Bar;Kecamatan Sewon, Indonesien;-7,839;110,358;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;55;10,74;Transport;5,119;Malaysia;MY;26.04.2024;EUR;MYR;Airport Express;10,74;Bar;Sepang, Malaysia;2,744;101,685;Expense;1;FALSCH;FALSCH;train;#EF6C00;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;15000;0,86;Taxi / uber;17379,534;Indonesien;ID;26.04.2024;EUR;IDR;3 Rat mopet Transport;0,86;Bar;Kecamatan Kraton, Indonesien;-7,807;110,361;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;28800;1,66;Taxi / uber;17379,534;Indonesien;ID;26.04.2024;EUR;IDR;Taxi;1,66;Bar;Kecamatan Kraton, Indonesien;-7,807;110,365;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;1712;334,43;Unterkünfte;5,119;Indonesien;ID;26.04.2024;EUR;MYR;The face;334,43;Bar;Kecamatan Sewon, Indonesien;-7,839;110,358;Expense;5;FALSCH;FALSCH;hotel;#DB4437;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;16000;0,92;Shopping;17379,534;Indonesien;ID;26.04.2024;EUR;IDR;Getränke;0,92;Bar;Kecamatan Bantul, Indonesien;-7,888;110,328;Expense;1;FALSCH;FALSCH;local_mall;#0F9D58;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;70,56;70,56;Flüge;1;Deutschland;DE;26.04.2024;EUR;EUR;Flug von yia nach kualaumpr;70,56;Kreditkarte;Köln, Deutschland;50,924;6,948;Expense;1;FALSCH;FALSCH;flight;#4285F4;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;260800;15,01;Taxi / uber;17379,534;Indonesien;ID;26.04.2024;EUR;IDR;Airport Transfer;15,01;Bar;Kecamatan Sewon, Indonesien;-7,839;110,358;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;751000;43,21;Shopping;17379,534;Indonesien;ID;26.04.2024;EUR;IDR;Batik hemden;43,21;Bar;Kecamatan Gondomanan, Indonesien;-7,799;110,365;Expense;1;FALSCH;FALSCH;local_mall;#0F9D58;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;10000;0,58;Taxi / uber;17379,534;Indonesien;ID;26.04.2024;EUR;IDR;Tip;0,58;Bar;Kecamatan Kraton, Indonesien;-7,81;110,36;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;60000;3,46;Bier;17332,995;Indonesien;ID;25.04.2024;EUR;IDR;Big Beer 620 ml bitang;3,46;Bar;Kecamatan Sewon, Indonesien;-7,839;110,358;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;135000;7,79;Restaurants;17332,995;Indonesien;ID;25.04.2024;EUR;IDR;Resteraunt;7,79;Bar;Kecamatan Sewon, Indonesien;-7,84;110,358;Expense;1;FALSCH;FALSCH;restaurant;#009688;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;40000;2,31;Sehenswürdigkeiten;17332,995;Indonesien;ID;25.04.2024;EUR;IDR;Wasserfall;2,31;Bar;Kecamatan Girimulyo, Indonesien;-7,767;110,118;Expense;1;FALSCH;FALSCH;museum;#8BC34A;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;60000;3,46;Bier;17332,995;Indonesien;ID;25.04.2024;EUR;IDR;Big Beer 620 ml bitang;3,46;Bar;Kecamatan Sewon, Indonesien;-7,839;110,358;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;200000;11,54;Taxi / uber;17332,995;Indonesien;ID;25.04.2024;EUR;IDR;Transport;11,54;Bar;Kecamatan Sewon, Indonesien;-7,84;110,358;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;60000;3,47;Bier;17290,137;Indonesien;ID;24.04.2024;EUR;IDR;Bier;3,47;Bar;Kecamatan Sewon, Indonesien;-7,839;110,358;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;150000;8,68;Sehenswürdigkeiten;17290,137;Indonesien;ID;24.04.2024;EUR;IDR;Buffet und Musik;8,68;Bar;Kecamatan Sewon, Indonesien;-7,839;110,358;Expense;1;FALSCH;FALSCH;museum;#8BC34A;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;60000;3,47;Bier;17290,137;Indonesien;ID;24.04.2024;EUR;IDR;Bintang;3,47;Bar;Kecamatan Sewon, Indonesien;-7,839;110,358;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;25000;1,45;Shopping;17290,137;Indonesien;ID;24.04.2024;EUR;IDR;;1,45;Bar;Kecamatan Sewon, Indonesien;-7,839;110,358;Expense;1;FALSCH;FALSCH;local_mall;#0F9D58;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;60000;3,46;Bier;17332,995;Indonesien;ID;24.04.2024;EUR;IDR;Big Beer 620 ml bitang;3,46;Bar;Kecamatan Sewon, Indonesien;-7,84;110,358;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;100000;5,78;Restaurants;17294,441;Indonesien;ID;24.04.2024;EUR;IDR;Lunch und Kaffe und drink;5,78;Bar;Sewon, Indonesien;-7,848;110,359;Expense;1;FALSCH;FALSCH;restaurant;#009688;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;60000;3,47;Bier;17294,441;Indonesien;ID;23.04.2024;EUR;IDR;Big bitang 620ml;3,47;Bar;;;;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;850000;49,15;Sehenswürdigkeiten;17294,441;Indonesien;ID;23.04.2024;EUR;IDR;Tempel in Yogyakarta;49,15;Bar;Kecamatan Sewon, Indonesien;-7,839;110,358;Expense;1;FALSCH;FALSCH;museum;#8BC34A;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;180000;10,41;Restaurants;17294,441;Indonesien;ID;23.04.2024;EUR;IDR;Lunch;10,41;Bar;Kecamatan Kalasan, Indonesien;-7,743;110,482;Expense;1;FALSCH;FALSCH;restaurant;#009688;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;60000;3,47;Bier;17294,441;Indonesien;ID;23.04.2024;EUR;IDR;Big Beer 620 ml bitang;3,47;Bar;Kecamatan Sewon, Indonesien;-7,839;110,358;Expense;1;FALSCH;FALSCH;sports_bar;#FF7042;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;18000;1,04;Restaurants;17299,393;Indonesien;ID;22.04.2024;EUR;IDR;Geteänk am Flughafen bali;1,04;Kreditkarte;Kecamatan Kuta, Indonesien;-8,745;115,162;Expense;1;FALSCH;FALSCH;restaurant;#009688;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;250000;14,45;Taxi / uber;17299,393;Indonesien;ID;22.04.2024;EUR;IDR;Airport Transfer in Yogyakarta;14,45;Bar;Kecamatan Temon, Indonesien;-7,897;110,06;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;24000;1,39;Wäsche;17299,393;Indonesien;ID;22.04.2024;EUR;IDR;2 kg;1,39;Kreditkarte;Kecamatan Kuta Utara, Indonesien;-8,635;115,148;Expense;1;FALSCH;FALSCH;local_laundry_service;#0097A7;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;22000;1,27;Taxi / uber;17299,393;Indonesien;ID;22.04.2024;EUR;IDR;Tip Airport teansver;1,27;Bar;Kecamatan Kasihan, Indonesien;-7,809;110,325;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;payments;#039BE5;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;123000;7,11;Taxi / uber;17299,393;Indonesien;ID;22.04.2024;EUR;IDR;Grap car to Airport;7,11;Kreditkarte;Kecamatan Kuta, Indonesien;-8,742;115,166;Expense;1;FALSCH;FALSCH;photo_camera;#B71C1C;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
Indonesien Singapur Malysia;120;120;Unterkünfte;1;Indonesien;ID;22.04.2024;EUR;EUR;Unterkunft YOgIjarkata;120;Kreditkarte;Köln, Deutschland;50,924;6,948;Expense;6;FALSCH;FALSCH;hotel;#DB4437;credit_card;#FFB300;TzDIvqX95uay9R38TXwTKwYWOE13
